DEPTH	LITH
4458.1	y
4458.2	y
4458.3	y
4458.4	y
4458.5	y
4458.6	y
4458.7	y
4458.8	y
4458.9	y
4459	y
4459.1	y
4459.2	y
4459.3	y
4459.4	y
4459.5	y
4459.6	y
4459.7	y
4459.8	y
4459.9	y
4460	y
4460.1	y
4460.2	y
4460.3	y
4460.4	y
4460.5	y
4460.6	a
4460.7	a
4460.8	a
4460.9	a
4461	a
4461.1	a
4461.2	a
4461.3	a
4461.4	a
4461.5	a
4461.6	a
4461.7	a
4461.8	a
4461.9	a
4462	a
4462.1	a
4462.2	a
4462.3	a
4462.4	a
4462.5	a
4462.6	a
4462.7	a
4462.8	a
4462.9	a
4463	a
4463.1	a
4463.2	a
4463.3	a
4463.4	a
4463.5	a
4463.6	a
4463.7	a
4463.8	a
4463.9	a
4464	a
4464.1	a
4464.2	a
4464.3	a
4464.4	a
4464.5	a
4464.6	a
4464.7	a
4464.8	a
4464.9	a
4465	a
4465.1	a
4465.2	a
4465.3	a
4465.4	a
4465.5	a
4465.6	a
4465.7	a
4465.8	a
4465.9	a
4466	a
4466.1	a
4466.2	a
4466.3	a
4466.4	a
4466.5	a
4466.6	a
4466.7	a
4466.8	a
4466.9	a
4467	a
4467.1	a
4467.2	a
4467.3	a
4467.4	a
4467.5	a
4467.6	a
4467.7	a
4467.8	a
4467.9	a
4468	a
4468.1	a
4468.2	a
4468.3	a
4468.4	a
4468.5	a
4468.6	a
4468.7	a
4468.8	a
4468.9	a
4469	a
4469.1	a
4469.2	a
4469.3	a
4469.4	a
4469.5	a
4469.6	a
4469.7	a
4469.8	a
4469.9	a
4470	a
4470.1	a
4470.2	a
4470.3	a
4470.4	a
4470.5	a
4470.6	a
4470.7	a
4470.8	a
4470.9	a
4471	a
4471.1	a
4471.2	a
4471.3	a
4471.4	a
4471.5	a
4471.6	a
4471.7	a
4471.8	a
4471.9	a
4472	a
4472.1	a
4472.2	a
4472.3	a
4472.4	a
4472.5	a
4472.6	a
4472.7	a
4472.8	a
4472.9	a
4473	a
4473.1	a
4473.2	a
4473.3	a
4473.4	a
4473.5	a
4473.6	a
4473.7	a
4473.8	a
4473.9	a
4474	a
4474.1	a
4474.2	a
4474.3	a
4474.4	a
4474.5	a
4474.6	a
4474.7	a
4474.8	a
4474.9	a
4475	a
4475.1	a
4475.2	a
4475.3	a
4475.4	a
4475.5	a
4475.6	a
4475.7	a
4475.8	a
4475.9	a
4476	a
4476.1	a
4476.2	a
4476.3	a
4476.4	a
4476.5	a
4476.6	a
4476.7	a
4476.8	a
4476.9	a
4477	a
4477.1	a
4477.2	a
4477.3	a
4477.4	a
4477.5	a
4477.6	a
4477.7	a
4477.8	a
4477.9	a
4478	a
4478.1	a
4478.2	a
4478.3	a
4478.4	a
4478.5	a
4478.6	a
4478.7	a
4478.8	a
4478.9	a
4479	a
4479.1	a
4479.2	a
4479.3	a
4479.4	a
4479.5	a
4479.6	a
4479.7	a
4479.8	y
4479.9	y
4480	y
4480.1	y
4480.2	y
4480.3	y
4480.4	y
4480.5	y
4480.6	y
4480.7	y
4480.8	y
4480.9	y
4481	y
4481.1	y
4481.2	y
4481.3	y
4481.4	y
4481.5	y
4481.6	y
4481.7	y
4481.8	y
4481.9	y
4482	y
4482.1	y
4482.2	y
4482.3	y
4482.4	y
4482.5	y
4482.6	f
4482.7	f
4482.8	f
4482.9	f
4483	f
4483.1	f
4483.2	f
4483.3	f
4483.4	f
4483.5	f
4483.6	f
4483.7	f
4483.8	f
4483.9	f
4484	f
4484.1	f
4484.2	f
4484.3	f
4484.4	f
4484.5	f
4484.6	f
4484.7	f
4484.8	f
4484.9	f
4485	f
4485.1	f
4485.2	f
4485.3	f
4485.4	f
4485.5	f
4485.6	f
4485.7	f
4485.8	f
4485.9	f
4486	f
4486.1	f
4486.2	f
4486.3	f
4486.4	f
4486.5	f
4486.6	f
4486.7	f
4486.8	f
4486.9	f
4487	f
4487.1	f
4487.2	f
4487.3	f
4487.4	f
4487.5	f
4487.6	f
4487.7	f
4487.8	f
4487.9	f
4488	f
4488.1	f
4488.2	f
